id,text,rating,sentiment_score,pseudo_label,label,pos_keywords,neg_keywords,needs_review
767,Nhân viên thân thiện nhưng phòng cũ,3,0.0,NEU,NEU,[],[],YES
768,Theo mình Giá rẻ nhưng cơ sở vật chất hơi kém,3,0.0,NEU,NEU,[],[],YES
766,View đẹp nhưng xa trung tâm,3,0.0,NEU,NEU,[],[],YES
764,Theo mình Phòng sạch nhưng wifi yếu,3,0.0,NEU,NEU,[],[],YES
765,Theo mình Đồ ăn ngon nhưng giá hơi mắc,3,0.0,NEU,NEU,[],[],YES
762,"Cá nhân mình nghĩ Ok thôi, cũng được",3,0.0,NEU,NEU,[],[],YES
761,"Tạm ổn, giá hơi cao",3,0.0,NEU,NEU,[],[],YES
763,Cảnh đẹp nhưng đông quá,3,0.0,NEU,NEU,[],[],YES
760,"Mình thấy Bình thường, không có gì đặc biệt",3,0.0,NEU,NEU,[],[],YES
759,Đắt mà chất lượng kém,2,0.0,NEG,NEG,[],[],NO
757,"Cơ sở vật chất xuống cấp, hư hỏng nhiều",2,0.0,NEG,NEG,[],[],NO
758,"Không sạch sẽ, mùi khó chịu",2,0.0,NEG,NEG,[],[],NO
756,"Quá đông, chen chúc, chờ lâu",2,0.0,NEG,NEG,[],[],NO
755,"Nhân viên thái độ kém, phục vụ tệ nha",2,0.0,NEG,NEG,[],[],NO
753,"Thất vọng hoàn toàn, không như quảng cáo",1,0.0,NEG,NEG,[],[],NO
754,"Cá nhân mình nghĩ Giá trên trời, không đáng tiền",1,0.0,NEG,NEG,[],[],NO
752,"Chặt chém du khách, lừa đảo",1,0.0,NEG,NEG,[],[],NO
751,"Bẩn quá, toilet hôi hám",1,0.0,NEG,NEG,[],[],NO
750,"Dịch vụ tệ, không bao giờ quay lại",1,0.0,NEG,NEG,[],[],NO
749,"Cá nhân mình nghĩ Không gian yên bình, thơ mộng",4,0.0,POS,POS,[],[],NO
748,"Giá hợp lý, đáng để trải nghiệm",4,0.0,POS,POS,[],[],NO
747,"Phòng sạch sẽ, tiện nghi đầy đủ",4,0.0,POS,POS,[],[],NO
746,"Địa điểm xinh, nhân viên dễ thương",4,0.0,POS,POS,[],[],NO
745,"Nên đi, view đẹp lắm",4,0.0,POS,POS,[],[],NO
744,Hài lòng với chuyến đi luôn,4,0.0,POS,POS,[],[],NO
743,"Khá ổn, cảnh đẹp, dịch vụ tốt",4,0.0,POS,POS,[],[],NO
742,"Đáng tiền, trải nghiệm tốt",4,0.0,POS,POS,[],[],NO
741,"Siêu đẹp, chụp hình cực xịn",5,0.0,POS,POS,[],[],NO
740,"Cá nhân mình nghĩ Tuyệt đẹp, không thể bỏ lỡ",5,0.0,POS,POS,[],[],NO
739,"Hoàn hảo, xứng đáng 5 sao",5,0.0,POS,POS,[],[],NO
737,"View đỉnh cao, phục vụ nhiệt tình",5,0.0,POS,POS,[],[],NO
738,"Rất hài lòng, sẽ quay lại nha",5,0.0,POS,POS,[],[],NO
735,"Địa điểm tuyệt vời, rất đáng đi",5,0.0,POS,POS,[],[],NO
736,"Cá nhân mình nghĩ Cảnh đẹp xuất sắc, recommend mạnh",5,0.0,POS,POS,[],[],NO
734,"Được, nhưng kỳ vọng cao hơn",3,0.0,NEU,NEU,[],[],YES
731,View đẹp nhưng xa trung tâm nha,3,0.0,NEU,NEU,[],[],YES
732,Theo mình Nhân viên thân thiện nhưng phòng cũ,3,0.0,NEU,NEU,[],[],YES
733,Giá rẻ nhưng cơ sở vật chất hơi kém,3,0.0,NEU,NEU,[],[],YES
730,Đồ ăn ngon nhưng giá hơi mắc,3,0.0,NEU,NEU,[],[],YES
728,Theo mình Cảnh đẹp nhưng đông quá,3,0.0,NEU,NEU,[],[],YES
727,"Ok thôi, cũng được",3,0.0,NEU,NEU,[],[],YES
729,Phòng sạch nhưng wifi yếu nhé,3,0.0,NEU,NEU,[],[],YES
726,"Tạm ổn, giá hơi cao",3,0.0,NEU,NEU,[],[],YES
725,"Bình thường, không có gì đặc biệt",3,0.0,NEU,NEU,[],[],YES
723,"Không sạch sẽ, mùi khó chịu",2,0.0,NEG,NEG,[],[],NO
724,Đắt mà chất lượng kém,2,0.0,NEG,NEG,[],[],NO
722,"Cơ sở vật chất xuống cấp, hư hỏng nhiều",2,0.0,NEG,NEG,[],[],NO
721,"Quá đông, chen chúc, chờ lâu",2,0.0,NEG,NEG,[],[],NO
720,"Nhân viên thái độ kém, phục vụ tệ",2,0.0,NEG,NEG,[],[],NO
719,"Theo mình Giá trên trời, không đáng tiền",1,0.0,NEG,NEG,[],[],NO
718,"Thất vọng hoàn toàn, không như quảng cáo",1,0.0,NEG,NEG,[],[],NO
716,"Bẩn quá, toilet hôi hám",1,0.0,NEG,NEG,[],[],NO
715,"Dịch vụ tệ, không bao giờ quay lại",1,0.0,NEG,NEG,[],[],NO
717,"Chặt chém du khách, lừa đảo",1,0.0,NEG,NEG,[],[],NO
697,Nhân viên thân thiện nhưng phòng cũ,3,0.0,NEU,NEU,[],[],YES
705,"Tuyệt đẹp, không thể bỏ lỡ",5,0.0,POS,POS,[],[],NO
706,"Cá nhân mình nghĩ Siêu đẹp, chụp hình cực xịn",5,0.0,POS,POS,[],[],NO
707,"Đáng tiền, trải nghiệm tốt",4,0.0,POS,POS,[],[],NO
708,"Khá ổn, cảnh đẹp, dịch vụ tốt",4,0.0,POS,POS,[],[],NO
702,"View đỉnh cao, phục vụ nhiệt tình",5,0.0,POS,POS,[],[],NO
701,"Theo mình Cảnh đẹp xuất sắc, recommend mạnh",5,0.0,POS,POS,[],[],NO
700,"Địa điểm tuyệt vời, rất đáng đi",5,0.0,POS,POS,[],[],NO
699,"Được, nhưng kỳ vọng cao hơn",3,0.0,NEU,NEU,[],[],YES
698,Giá rẻ nhưng cơ sở vật chất hơi kém,3,0.0,NEU,NEU,[],[],YES
709,Theo mình Hài lòng với chuyến đi luôn,4,0.0,POS,POS,[],[],NO
710,"Cá nhân mình nghĩ Nên đi, view đẹp lắm",4,0.0,POS,POS,[],[],NO
711,"Địa điểm xinh, nhân viên dễ thương",4,0.0,POS,POS,[],[],NO
712,"Phòng sạch sẽ, tiện nghi đầy đủ",4,0.0,POS,POS,[],[],NO
713,"Giá hợp lý, đáng để trải nghiệm",4,0.0,POS,POS,[],[],NO
714,"Không gian yên bình, thơ mộng",4,0.0,POS,POS,[],[],NO
704,"Mình thấy Hoàn hảo, xứng đáng 5 sao",5,0.0,POS,POS,[],[],NO
696,View đẹp nhưng xa trung tâm,3,0.0,NEU,NEU,[],[],YES
703,"Rất hài lòng, sẽ quay lại",5,0.0,POS,POS,[],[],NO
694,Phòng sạch nhưng wifi yếu ạ,3,0.0,NEU,NEU,[],[],YES
695,Đồ ăn ngon nhưng giá hơi mắc,3,0.0,NEU,NEU,[],[],YES
692,"Ok thôi, cũng được",3,0.0,NEU,NEU,[],[],YES
693,Cá nhân mình nghĩ Cảnh đẹp nhưng đông quá,3,0.0,NEU,NEU,[],[],YES
691,"Tạm ổn, giá hơi cao",3,0.0,NEU,NEU,[],[],YES
686,"Quá đông, chen chúc, chờ lâu",2,0.0,NEG,NEG,[],[],NO
687,"Cơ sở vật chất xuống cấp, hư hỏng nhiều",2,0.0,NEG,NEG,[],[],NO
688,"Không sạch sẽ, mùi khó chịu",2,0.0,NEG,NEG,[],[],NO
689,Đắt mà chất lượng kém,2,0.0,NEG,NEG,[],[],NO
690,"Bình thường, không có gì đặc biệt",3,0.0,NEU,NEU,[],[],YES
682,"Chặt chém du khách, lừa đảo",1,0.0,NEG,NEG,[],[],NO
683,"Theo mình Thất vọng hoàn toàn, không như quảng cáo nha",1,0.0,NEG,NEG,[],[],NO
684,"Giá trên trời, không đáng tiền",1,0.0,NEG,NEG,[],[],NO
685,"Nhân viên thái độ kém, phục vụ tệ",2,0.0,NEG,NEG,[],[],NO
679,"Không gian yên bình, thơ mộng",4,0.0,POS,POS,[],[],NO
681,"Cá nhân mình nghĩ Bẩn quá, toilet hôi hám",1,0.0,NEG,NEG,[],[],NO
680,"Dịch vụ tệ, không bao giờ quay lại",1,0.0,NEG,NEG,[],[],NO
678,"Giá hợp lý, đáng để trải nghiệm",4,0.0,POS,POS,[],[],NO
677,"Phòng sạch sẽ, tiện nghi đầy đủ",4,0.0,POS,POS,[],[],NO
676,"Địa điểm xinh, nhân viên dễ thương",4,0.0,POS,POS,[],[],NO
675,"Cá nhân mình nghĩ Nên đi, view đẹp lắm",4,0.0,POS,POS,[],[],NO
674,Hài lòng với chuyến đi luôn,4,0.0,POS,POS,[],[],NO
673,"Khá ổn, cảnh đẹp, dịch vụ tốt",4,0.0,POS,POS,[],[],NO
672,"Đáng tiền, trải nghiệm tốt",4,0.0,POS,POS,[],[],NO
671,"Cá nhân mình nghĩ Siêu đẹp, chụp hình cực xịn nhé",5,0.0,POS,POS,[],[],NO
670,"Cá nhân mình nghĩ Tuyệt đẹp, không thể bỏ lỡ",5,0.0,POS,POS,[],[],NO
669,"Cá nhân mình nghĩ Hoàn hảo, xứng đáng 5 sao",5,0.0,POS,POS,[],[],NO
668,"Rất hài lòng, sẽ quay lại",5,0.0,POS,POS,[],[],NO
667,"View đỉnh cao, phục vụ nhiệt tình",5,0.0,POS,POS,[],[],NO
664,"Được, nhưng kỳ vọng cao hơn",3,0.0,NEU,NEU,[],[],YES
663,Giá rẻ nhưng cơ sở vật chất hơi kém,3,0.0,NEU,NEU,[],[],YES
666,"Cảnh đẹp xuất sắc, recommend mạnh luôn",5,0.0,POS,POS,[],[],NO
665,"Cá nhân mình nghĩ Địa điểm tuyệt vời, rất đáng đi",5,0.0,POS,POS,[],[],NO
662,Mình thấy Nhân viên thân thiện nhưng phòng cũ nha,3,0.0,NEU,NEU,[],[],YES
661,View đẹp nhưng xa trung tâm,3,0.0,NEU,NEU,[],[],YES
660,Đồ ăn ngon nhưng giá hơi mắc,3,0.0,NEU,NEU,[],[],YES
659,Mình thấy Phòng sạch nhưng wifi yếu,3,0.0,NEU,NEU,[],[],YES
658,Cảnh đẹp nhưng đông quá,3,0.0,NEU,NEU,[],[],YES
657,"Ok thôi, cũng được",3,0.0,NEU,NEU,[],[],YES
656,"Tạm ổn, giá hơi cao",3,0.0,NEU,NEU,[],[],YES
655,"Bình thường, không có gì đặc biệt",3,0.0,NEU,NEU,[],[],YES
654,Đắt mà chất lượng kém,2,0.0,NEG,NEG,[],[],NO
653,"Không sạch sẽ, mùi khó chịu",2,0.0,NEG,NEG,[],[],NO
650,"Nhân viên thái độ kém, phục vụ tệ",2,0.0,NEG,NEG,[],[],NO
651,"Quá đông, chen chúc, chờ lâu",2,0.0,NEG,NEG,[],[],NO
652,"Mình thấy Cơ sở vật chất xuống cấp, hư hỏng nhiều",2,0.0,NEG,NEG,[],[],NO
648,"Mình thấy Thất vọng hoàn toàn, không như quảng cáo",1,0.0,NEG,NEG,[],[],NO
647,"Chặt chém du khách, lừa đảo nhé",1,0.0,NEG,NEG,[],[],NO
649,"Giá trên trời, không đáng tiền",1,0.0,NEG,NEG,[],[],NO
646,"Bẩn quá, toilet hôi hám",1,0.0,NEG,NEG,[],[],NO
645,"Dịch vụ tệ, không bao giờ quay lại",1,0.0,NEG,NEG,[],[],NO
634,"Mình thấy Hoàn hảo, xứng đáng 5 sao",5,0.0,POS,POS,[],[],NO
641,"Địa điểm xinh, nhân viên dễ thương",4,0.0,POS,POS,[],[],NO
642,"Phòng sạch sẽ, tiện nghi đầy đủ ạ",4,0.0,POS,POS,[],[],NO
644,"Không gian yên bình, thơ mộng nha",4,0.0,POS,POS,[],[],NO
643,"Giá hợp lý, đáng để trải nghiệm",4,0.0,POS,POS,[],[],NO
640,"Nên đi, view đẹp lắm nhé",4,0.0,POS,POS,[],[],NO
624,Cá nhân mình nghĩ Phòng sạch nhưng wifi yếu ạ,3,0.0,NEU,NEU,[],[],YES
625,Đồ ăn ngon nhưng giá hơi mắc,3,0.0,NEU,NEU,[],[],YES
626,View đẹp nhưng xa trung tâm,3,0.0,NEU,NEU,[],[],YES
627,Theo mình Nhân viên thân thiện nhưng phòng cũ,3,0.0,NEU,NEU,[],[],YES
628,Giá rẻ nhưng cơ sở vật chất hơi kém,3,0.0,NEU,NEU,[],[],YES
629,"Mình thấy Được, nhưng kỳ vọng cao hơn",3,0.0,NEU,NEU,[],[],YES
630,"Địa điểm tuyệt vời, rất đáng đi",5,0.0,POS,POS,[],[],NO
631,"Cảnh đẹp xuất sắc, recommend mạnh",5,0.0,POS,POS,[],[],NO
632,"Mình thấy View đỉnh cao, phục vụ nhiệt tình",5,0.0,POS,POS,[],[],NO
633,"Cá nhân mình nghĩ Rất hài lòng, sẽ quay lại ạ",5,0.0,POS,POS,[],[],NO
635,"Mình thấy Tuyệt đẹp, không thể bỏ lỡ",5,0.0,POS,POS,[],[],NO
636,"Siêu đẹp, chụp hình cực xịn nhé",5,0.0,POS,POS,[],[],NO
637,"Đáng tiền, trải nghiệm tốt",4,0.0,POS,POS,[],[],NO
638,"Khá ổn, cảnh đẹp, dịch vụ tốt",4,0.0,POS,POS,[],[],NO
639,Hài lòng với chuyến đi,4,0.0,POS,POS,[],[],NO
623,Cảnh đẹp nhưng đông quá,3,0.0,NEU,NEU,[],[],YES
619,Mình thấy Đắt mà chất lượng kém,2,0.0,NEG,NEG,[],[],NO
620,"Bình thường, không có gì đặc biệt",3,0.0,NEU,NEU,[],[],YES
621,"Theo mình Tạm ổn, giá hơi cao",3,0.0,NEU,NEU,[],[],YES
622,"Ok thôi, cũng được",3,0.0,NEU,NEU,[],[],YES
618,"Mình thấy Không sạch sẽ, mùi khó chịu nha",2,0.0,NEG,NEG,[],[],NO
616,"Quá đông, chen chúc, chờ lâu",2,0.0,NEG,NEG,[],[],NO
611,"Bẩn quá, toilet hôi hám",1,0.0,NEG,NEG,[],[],NO
612,"Chặt chém du khách, lừa đảo",1,0.0,NEG,NEG,[],[],NO
613,"Thất vọng hoàn toàn, không như quảng cáo",1,0.0,NEG,NEG,[],[],NO
614,"Giá trên trời, không đáng tiền",1,0.0,NEG,NEG,[],[],NO
610,"Dịch vụ tệ, không bao giờ quay lại",1,0.0,NEG,NEG,[],[],NO
615,"Nhân viên thái độ kém, phục vụ tệ",2,0.0,NEG,NEG,[],[],NO
617,"Cơ sở vật chất xuống cấp, hư hỏng nhiều",2,0.0,NEG,NEG,[],[],NO
598,"Mình thấy Rất hài lòng, sẽ quay lại",5,0.0,POS,POS,[],[],NO
606,"Địa điểm xinh, nhân viên dễ thương",4,0.0,POS,POS,[],[],NO
596,"Cảnh đẹp xuất sắc, recommend mạnh",5,0.0,POS,POS,[],[],NO
597,"Mình thấy View đỉnh cao, phục vụ nhiệt tình",5,0.0,POS,POS,[],[],NO
608,"Giá hợp lý, đáng để trải nghiệm",4,0.0,POS,POS,[],[],NO
605,"Nên đi, view đẹp lắm",4,0.0,POS,POS,[],[],NO
607,"Phòng sạch sẽ, tiện nghi đầy đủ",4,0.0,POS,POS,[],[],NO
602,"Đáng tiền, trải nghiệm tốt",4,0.0,POS,POS,[],[],NO
601,"Siêu đẹp, chụp hình cực xịn ạ",5,0.0,POS,POS,[],[],NO
603,"Theo mình Khá ổn, cảnh đẹp, dịch vụ tốt",4,0.0,POS,POS,[],[],NO
609,"Không gian yên bình, thơ mộng",4,0.0,POS,POS,[],[],NO
604,Hài lòng với chuyến đi,4,0.0,POS,POS,[],[],NO
599,"Hoàn hảo, xứng đáng 5 sao nha",5,0.0,POS,POS,[],[],NO
600,"Theo mình Tuyệt đẹp, không thể bỏ lỡ",5,0.0,POS,POS,[],[],NO
595,"Địa điểm tuyệt vời, rất đáng đi",5,0.0,POS,POS,[],[],NO
594,"ổn nha, nếu bạn thích không khí cổ xưa thì có thể ghé thử để khám phá, còn đồ ăn thì hơi đắt thiệt",3,0.07649999999999998,NEU,NEU,"['thích', 'ổn']",['đắt'],YES
593,"đồ ăn thì ngon, nhưng giá đồ ăn đắt, phong cảnh cũng bình thường",2,-0.2734683437640235,NEG,NEG,[],['đắt'],NO
592,"xung quanh bán đồ ăn hơi đắt, còn lại ok",1,-0.13347071396591234,NEG,NEG,[],['đắt'],NO
591,"cũng bình thường, ngoài việc có đông người còn lại tôi thấy bình thường",4,0.16135025589020077,POS,POS,[],['đông'],NO
590,"tôi thấy giá ổn, còn đồ ăn thì ok nha",4,0.003312674530426496,POS,POS,[],[],NO
