id,text,rating,sentiment_score,pseudo_label,label,pos_keywords,neg_keywords,needs_review,label_id,corrected,old_label
814,Hài lòng với chuyến đi,4,0.0,POS,POS,[],[],NO,,,
806,"Cảnh đẹp xuất sắc, recommend mạnh nhé",5,0.0,POS,POS,[],[],NO,,,
807,"View đỉnh cao, phục vụ nhiệt tình",5,0.0,POS,POS,[],[],NO,,,
805,"Địa điểm tuyệt vời, rất đáng đi",5,0.0,POS,POS,[],[],NO,,,
794,Đắt mà chất lượng kém,2,0.0,NEG,NEG,[],[],NO,,,
793,"Mình thấy Không sạch sẽ, mùi khó chịu",2,0.0,NEG,NEG,[],[],NO,,,
792,"Cơ sở vật chất xuống cấp, hư hỏng nhiều nhé",2,0.0,NEG,NEG,[],[],NO,,,
790,"Nhân viên thái độ kém, phục vụ tệ",2,0.0,NEG,NEG,[],[],NO,,,
791,"Theo mình Quá đông, chen chúc, chờ lâu",2,0.0,NEG,NEG,[],[],NO,,,
788,"Thất vọng hoàn toàn, không như quảng cáo",1,0.0,NEG,NEG,[],[],NO,,,
789,"Mình thấy Giá trên trời, không đáng tiền",1,0.0,NEG,NEG,[],[],NO,,,
787,"Chặt chém du khách, lừa đảo nha",1,0.0,NEG,NEG,[],[],NO,,,
786,"Bẩn quá, toilet hôi hám nha",1,0.0,NEG,NEG,[],[],NO,,,
785,"Dịch vụ tệ, không bao giờ quay lại",1,0.0,NEG,NEG,[],[],NO,,,
782,"Phòng sạch sẽ, tiện nghi đầy đủ",4,0.0,POS,POS,[],[],NO,,,
783,"Giá hợp lý, đáng để trải nghiệm",4,0.0,POS,POS,[],[],NO,,,
780,"Nên đi, view đẹp lắm",4,0.0,POS,POS,[],[],NO,,,
781,"Cá nhân mình nghĩ Địa điểm xinh, nhân viên dễ thương",4,0.0,POS,POS,[],[],NO,,,
778,"Khá ổn, cảnh đẹp, dịch vụ tốt",4,0.0,POS,POS,[],[],NO,,,
779,Cá nhân mình nghĩ Hài lòng với chuyến đi,4,0.0,POS,POS,[],[],NO,,,
776,"Siêu đẹp, chụp hình cực xịn",5,0.0,POS,POS,[],[],NO,,,
777,"Đáng tiền, trải nghiệm tốt",4,0.0,POS,POS,[],[],NO,,,
775,"Tuyệt đẹp, không thể bỏ lỡ",5,0.0,POS,POS,[],[],NO,,,
774,"Hoàn hảo, xứng đáng 5 sao",5,0.0,POS,POS,[],[],NO,,,
773,"Rất hài lòng, sẽ quay lại",5,0.0,POS,POS,[],[],NO,,,
772,"View đỉnh cao, phục vụ nhiệt tình",5,0.0,POS,POS,[],[],NO,,,
771,"Cảnh đẹp xuất sắc, recommend mạnh",5,0.0,POS,POS,[],[],NO,,,
770,"Địa điểm tuyệt vời, rất đáng đi nha",5,0.0,POS,POS,[],[],NO,,,
759,Đắt mà chất lượng kém,2,0.0,NEG,NEG,[],[],NO,,,
757,"Cơ sở vật chất xuống cấp, hư hỏng nhiều",2,0.0,NEG,NEG,[],[],NO,,,
758,"Không sạch sẽ, mùi khó chịu",2,0.0,NEG,NEG,[],[],NO,,,
756,"Quá đông, chen chúc, chờ lâu",2,0.0,NEG,NEG,[],[],NO,,,
755,"Nhân viên thái độ kém, phục vụ tệ nha",2,0.0,NEG,NEG,[],[],NO,,,
753,"Thất vọng hoàn toàn, không như quảng cáo",1,0.0,NEG,NEG,[],[],NO,,,
754,"Cá nhân mình nghĩ Giá trên trời, không đáng tiền",1,0.0,NEG,NEG,[],[],NO,,,
752,"Chặt chém du khách, lừa đảo",1,0.0,NEG,NEG,[],[],NO,,,
751,"Bẩn quá, toilet hôi hám",1,0.0,NEG,NEG,[],[],NO,,,
750,"Dịch vụ tệ, không bao giờ quay lại",1,0.0,NEG,NEG,[],[],NO,,,
748,"Giá hợp lý, đáng để trải nghiệm",4,0.0,POS,POS,[],[],NO,,,
747,"Phòng sạch sẽ, tiện nghi đầy đủ",4,0.0,POS,POS,[],[],NO,,,
746,"Địa điểm xinh, nhân viên dễ thương",4,0.0,POS,POS,[],[],NO,,,
745,"Nên đi, view đẹp lắm",4,0.0,POS,POS,[],[],NO,,,
744,Hài lòng với chuyến đi luôn,4,0.0,POS,POS,[],[],NO,,,
743,"Khá ổn, cảnh đẹp, dịch vụ tốt",4,0.0,POS,POS,[],[],NO,,,
742,"Đáng tiền, trải nghiệm tốt",4,0.0,POS,POS,[],[],NO,,,
741,"Siêu đẹp, chụp hình cực xịn",5,0.0,POS,POS,[],[],NO,,,
740,"Cá nhân mình nghĩ Tuyệt đẹp, không thể bỏ lỡ",5,0.0,POS,POS,[],[],NO,,,
739,"Hoàn hảo, xứng đáng 5 sao",5,0.0,POS,POS,[],[],NO,,,
737,"View đỉnh cao, phục vụ nhiệt tình",5,0.0,POS,POS,[],[],NO,,,
738,"Rất hài lòng, sẽ quay lại nha",5,0.0,POS,POS,[],[],NO,,,
735,"Địa điểm tuyệt vời, rất đáng đi",5,0.0,POS,POS,[],[],NO,,,
736,"Cá nhân mình nghĩ Cảnh đẹp xuất sắc, recommend mạnh",5,0.0,POS,POS,[],[],NO,,,
723,"Không sạch sẽ, mùi khó chịu",2,0.0,NEG,NEG,[],[],NO,,,
724,Đắt mà chất lượng kém,2,0.0,NEG,NEG,[],[],NO,,,
722,"Cơ sở vật chất xuống cấp, hư hỏng nhiều",2,0.0,NEG,NEG,[],[],NO,,,
721,"Quá đông, chen chúc, chờ lâu",2,0.0,NEG,NEG,[],[],NO,,,
720,"Nhân viên thái độ kém, phục vụ tệ",2,0.0,NEG,NEG,[],[],NO,,,
719,"Theo mình Giá trên trời, không đáng tiền",1,0.0,NEG,NEG,[],[],NO,,,
718,"Thất vọng hoàn toàn, không như quảng cáo",1,0.0,NEG,NEG,[],[],NO,,,
716,"Bẩn quá, toilet hôi hám",1,0.0,NEG,NEG,[],[],NO,,,
715,"Dịch vụ tệ, không bao giờ quay lại",1,0.0,NEG,NEG,[],[],NO,,,
717,"Chặt chém du khách, lừa đảo",1,0.0,NEG,NEG,[],[],NO,,,
705,"Tuyệt đẹp, không thể bỏ lỡ",5,0.0,POS,POS,[],[],NO,,,
706,"Cá nhân mình nghĩ Siêu đẹp, chụp hình cực xịn",5,0.0,POS,POS,[],[],NO,,,
707,"Đáng tiền, trải nghiệm tốt",4,0.0,POS,POS,[],[],NO,,,
708,"Khá ổn, cảnh đẹp, dịch vụ tốt",4,0.0,POS,POS,[],[],NO,,,
702,"View đỉnh cao, phục vụ nhiệt tình",5,0.0,POS,POS,[],[],NO,,,
701,"Theo mình Cảnh đẹp xuất sắc, recommend mạnh",5,0.0,POS,POS,[],[],NO,,,
700,"Địa điểm tuyệt vời, rất đáng đi",5,0.0,POS,POS,[],[],NO,,,
709,Theo mình Hài lòng với chuyến đi luôn,4,0.0,POS,POS,[],[],NO,,,
710,"Cá nhân mình nghĩ Nên đi, view đẹp lắm",4,0.0,POS,POS,[],[],NO,,,
711,"Địa điểm xinh, nhân viên dễ thương",4,0.0,POS,POS,[],[],NO,,,
712,"Phòng sạch sẽ, tiện nghi đầy đủ",4,0.0,POS,POS,[],[],NO,,,
713,"Giá hợp lý, đáng để trải nghiệm",4,0.0,POS,POS,[],[],NO,,,
704,"Mình thấy Hoàn hảo, xứng đáng 5 sao",5,0.0,POS,POS,[],[],NO,,,
703,"Rất hài lòng, sẽ quay lại",5,0.0,POS,POS,[],[],NO,,,
686,"Quá đông, chen chúc, chờ lâu",2,0.0,NEG,NEG,[],[],NO,,,
687,"Cơ sở vật chất xuống cấp, hư hỏng nhiều",2,0.0,NEG,NEG,[],[],NO,,,
688,"Không sạch sẽ, mùi khó chịu",2,0.0,NEG,NEG,[],[],NO,,,
689,Đắt mà chất lượng kém,2,0.0,NEG,NEG,[],[],NO,,,
682,"Chặt chém du khách, lừa đảo",1,0.0,NEG,NEG,[],[],NO,,,
683,"Theo mình Thất vọng hoàn toàn, không như quảng cáo nha",1,0.0,NEG,NEG,[],[],NO,,,
684,"Giá trên trời, không đáng tiền",1,0.0,NEG,NEG,[],[],NO,,,
685,"Nhân viên thái độ kém, phục vụ tệ",2,0.0,NEG,NEG,[],[],NO,,,
681,"Cá nhân mình nghĩ Bẩn quá, toilet hôi hám",1,0.0,NEG,NEG,[],[],NO,,,
680,"Dịch vụ tệ, không bao giờ quay lại",1,0.0,NEG,NEG,[],[],NO,,,
678,"Giá hợp lý, đáng để trải nghiệm",4,0.0,POS,POS,[],[],NO,,,
677,"Phòng sạch sẽ, tiện nghi đầy đủ",4,0.0,POS,POS,[],[],NO,,,
676,"Địa điểm xinh, nhân viên dễ thương",4,0.0,POS,POS,[],[],NO,,,
675,"Cá nhân mình nghĩ Nên đi, view đẹp lắm",4,0.0,POS,POS,[],[],NO,,,
674,Hài lòng với chuyến đi luôn,4,0.0,POS,POS,[],[],NO,,,
673,"Khá ổn, cảnh đẹp, dịch vụ tốt",4,0.0,POS,POS,[],[],NO,,,
672,"Đáng tiền, trải nghiệm tốt",4,0.0,POS,POS,[],[],NO,,,
671,"Cá nhân mình nghĩ Siêu đẹp, chụp hình cực xịn nhé",5,0.0,POS,POS,[],[],NO,,,
670,"Cá nhân mình nghĩ Tuyệt đẹp, không thể bỏ lỡ",5,0.0,POS,POS,[],[],NO,,,
669,"Cá nhân mình nghĩ Hoàn hảo, xứng đáng 5 sao",5,0.0,POS,POS,[],[],NO,,,
668,"Rất hài lòng, sẽ quay lại",5,0.0,POS,POS,[],[],NO,,,
667,"View đỉnh cao, phục vụ nhiệt tình",5,0.0,POS,POS,[],[],NO,,,
666,"Cảnh đẹp xuất sắc, recommend mạnh luôn",5,0.0,POS,POS,[],[],NO,,,
665,"Cá nhân mình nghĩ Địa điểm tuyệt vời, rất đáng đi",5,0.0,POS,POS,[],[],NO,,,
654,Đắt mà chất lượng kém,2,0.0,NEG,NEG,[],[],NO,,,
653,"Không sạch sẽ, mùi khó chịu",2,0.0,NEG,NEG,[],[],NO,,,
650,"Nhân viên thái độ kém, phục vụ tệ",2,0.0,NEG,NEG,[],[],NO,,,
651,"Quá đông, chen chúc, chờ lâu",2,0.0,NEG,NEG,[],[],NO,,,
652,"Mình thấy Cơ sở vật chất xuống cấp, hư hỏng nhiều",2,0.0,NEG,NEG,[],[],NO,,,
648,"Mình thấy Thất vọng hoàn toàn, không như quảng cáo",1,0.0,NEG,NEG,[],[],NO,,,
647,"Chặt chém du khách, lừa đảo nhé",1,0.0,NEG,NEG,[],[],NO,,,
649,"Giá trên trời, không đáng tiền",1,0.0,NEG,NEG,[],[],NO,,,
646,"Bẩn quá, toilet hôi hám",1,0.0,NEG,NEG,[],[],NO,,,
645,"Dịch vụ tệ, không bao giờ quay lại",1,0.0,NEG,NEG,[],[],NO,,,
634,"Mình thấy Hoàn hảo, xứng đáng 5 sao",5,0.0,POS,POS,[],[],NO,,,
641,"Địa điểm xinh, nhân viên dễ thương",4,0.0,POS,POS,[],[],NO,,,
642,"Phòng sạch sẽ, tiện nghi đầy đủ ạ",4,0.0,POS,POS,[],[],NO,,,
643,"Giá hợp lý, đáng để trải nghiệm",4,0.0,POS,POS,[],[],NO,,,
640,"Nên đi, view đẹp lắm nhé",4,0.0,POS,POS,[],[],NO,,,
630,"Địa điểm tuyệt vời, rất đáng đi",5,0.0,POS,POS,[],[],NO,,,
631,"Cảnh đẹp xuất sắc, recommend mạnh",5,0.0,POS,POS,[],[],NO,,,
632,"Mình thấy View đỉnh cao, phục vụ nhiệt tình",5,0.0,POS,POS,[],[],NO,,,
633,"Cá nhân mình nghĩ Rất hài lòng, sẽ quay lại ạ",5,0.0,POS,POS,[],[],NO,,,
635,"Mình thấy Tuyệt đẹp, không thể bỏ lỡ",5,0.0,POS,POS,[],[],NO,,,
636,"Siêu đẹp, chụp hình cực xịn nhé",5,0.0,POS,POS,[],[],NO,,,
637,"Đáng tiền, trải nghiệm tốt",4,0.0,POS,POS,[],[],NO,,,
638,"Khá ổn, cảnh đẹp, dịch vụ tốt",4,0.0,POS,POS,[],[],NO,,,
639,Hài lòng với chuyến đi,4,0.0,POS,POS,[],[],NO,,,
619,Mình thấy Đắt mà chất lượng kém,2,0.0,NEG,NEG,[],[],NO,,,
618,"Mình thấy Không sạch sẽ, mùi khó chịu nha",2,0.0,NEG,NEG,[],[],NO,,,
616,"Quá đông, chen chúc, chờ lâu",2,0.0,NEG,NEG,[],[],NO,,,
611,"Bẩn quá, toilet hôi hám",1,0.0,NEG,NEG,[],[],NO,,,
612,"Chặt chém du khách, lừa đảo",1,0.0,NEG,NEG,[],[],NO,,,
613,"Thất vọng hoàn toàn, không như quảng cáo",1,0.0,NEG,NEG,[],[],NO,,,
614,"Giá trên trời, không đáng tiền",1,0.0,NEG,NEG,[],[],NO,,,
610,"Dịch vụ tệ, không bao giờ quay lại",1,0.0,NEG,NEG,[],[],NO,,,
615,"Nhân viên thái độ kém, phục vụ tệ",2,0.0,NEG,NEG,[],[],NO,,,
617,"Cơ sở vật chất xuống cấp, hư hỏng nhiều",2,0.0,NEG,NEG,[],[],NO,,,
598,"Mình thấy Rất hài lòng, sẽ quay lại",5,0.0,POS,POS,[],[],NO,,,
606,"Địa điểm xinh, nhân viên dễ thương",4,0.0,POS,POS,[],[],NO,,,
596,"Cảnh đẹp xuất sắc, recommend mạnh",5,0.0,POS,POS,[],[],NO,,,
597,"Mình thấy View đỉnh cao, phục vụ nhiệt tình",5,0.0,POS,POS,[],[],NO,,,
608,"Giá hợp lý, đáng để trải nghiệm",4,0.0,POS,POS,[],[],NO,,,
605,"Nên đi, view đẹp lắm",4,0.0,POS,POS,[],[],NO,,,
607,"Phòng sạch sẽ, tiện nghi đầy đủ",4,0.0,POS,POS,[],[],NO,,,
602,"Đáng tiền, trải nghiệm tốt",4,0.0,POS,POS,[],[],NO,,,
601,"Siêu đẹp, chụp hình cực xịn ạ",5,0.0,POS,POS,[],[],NO,,,
603,"Theo mình Khá ổn, cảnh đẹp, dịch vụ tốt",4,0.0,POS,POS,[],[],NO,,,
604,Hài lòng với chuyến đi,4,0.0,POS,POS,[],[],NO,,,
599,"Hoàn hảo, xứng đáng 5 sao nha",5,0.0,POS,POS,[],[],NO,,,
600,"Theo mình Tuyệt đẹp, không thể bỏ lỡ",5,0.0,POS,POS,[],[],NO,,,
595,"Địa điểm tuyệt vời, rất đáng đi",5,0.0,POS,POS,[],[],NO,,,
593,"đồ ăn thì ngon, nhưng giá đồ ăn đắt, phong cảnh cũng bình thường",2,-0.2734683437640235,NEG,NEG,[],['đắt'],NO,,,
591,"cũng bình thường, ngoài việc có đông người còn lại tôi thấy bình thường",4,0.1613502558902007,POS,POS,[],['đông'],NO,,,
590,"tôi thấy giá ổn, còn đồ ăn thì ok nha",4,0.0033126745304264,POS,POS,[],[],NO,,,
582,một nơi linh thiêng,5,0.008503411158478,POS,POS,[],[],NO,,,
575,Hài lòng với chuyến đi. Sẽ giới thiệu cho bạn bè.,4,0.3259111922107496,POS,POS,['hài lòng'],[],NO,,,
574,"Khá ổn, cảnh đẹp, dịch vụ tốt. Đáng để đi.",4,1.0,POS,POS,"['cảnh đẹp', 'dịch vụ tốt', 'đáng để đi']",[],NO,,,
570,Rất tốt! Có vài điểm nhỏ cần cải thiện nhưng nhìn chung ok.,4,0.0053759257587983,POS,POS,[],[],NO,,,
573,"Tốt! Giá cả hợp lý, trải nghiệm đáng nhớ.",4,0.8,POS,POS,['đáng nhớ'],[],NO,,,
571,"Xuất sắc! Dịch vụ tốt, cảnh đẹp. Sẽ quay lại!",5,1.0,POS,POS,"['cảnh đẹp', 'sẽ quay lại', 'xuất sắc', 'dịch vụ tốt']",[],NO,,,
562,Rất tốt! Có vài điểm nhỏ cần cải thiện nhưng nhìn chung ok.,4,0.0053759257587983,POS,POS,[],[],NO,,,
569,Hài lòng với chuyến đi. Sẽ giới thiệu cho bạn bè.,4,0.3259111922107496,POS,POS,['hài lòng'],[],NO,,,
567,"Tốt! Giá cả hợp lý, trải nghiệm đáng nhớ.",4,0.8,POS,POS,['đáng nhớ'],[],NO,,,
563,"Tốt! Giá cả hợp lý, trải nghiệm đáng nhớ.",4,0.8,POS,POS,['đáng nhớ'],[],NO,,,
568,Hài lòng với chuyến đi. Sẽ giới thiệu cho bạn bè.,4,0.3259111922107496,POS,POS,['hài lòng'],[],NO,,,
566,"Xuất sắc! Dịch vụ tốt, cảnh đẹp. Sẽ quay lại!",5,1.0,POS,POS,"['cảnh đẹp', 'sẽ quay lại', 'xuất sắc', 'dịch vụ tốt']",[],NO,,,
565,"Khá ổn, cảnh đẹp, dịch vụ tốt. Đáng để đi.",4,1.0,POS,POS,"['cảnh đẹp', 'dịch vụ tốt', 'đáng để đi']",[],NO,,,
564,"Tốt! Giá cả hợp lý, trải nghiệm đáng nhớ.",4,0.8,POS,POS,['đáng nhớ'],[],NO,,,
561,Rất tốt! Có vài điểm nhỏ cần cải thiện nhưng nhìn chung ok.,4,0.0053759257587983,POS,POS,[],[],NO,,,
559,Rất tốt! Có vài điểm nhỏ cần cải thiện nhưng nhìn chung ok.,4,0.0053759257587983,POS,POS,[],[],NO,,,
560,"Khá ổn, cảnh đẹp, dịch vụ tốt. Đáng để đi.",4,1.0,POS,POS,"['cảnh đẹp', 'dịch vụ tốt', 'đáng để đi']",[],NO,,,
558,Rất tốt! Có vài điểm nhỏ cần cải thiện nhưng nhìn chung ok.,4,0.0053759257587983,POS,POS,[],[],NO,,,
555,"Khá ổn, cảnh đẹp, dịch vụ tốt. Đáng để đi.",4,1.0,POS,POS,"['cảnh đẹp', 'dịch vụ tốt', 'đáng để đi']",[],NO,,,
557,"Tốt! Giá cả hợp lý, trải nghiệm đáng nhớ.",4,0.8,POS,POS,['đáng nhớ'],[],NO,,,
554,"Xuất sắc! Dịch vụ tốt, cảnh đẹp. Sẽ quay lại!",5,1.0,POS,POS,"['cảnh đẹp', 'sẽ quay lại', 'xuất sắc', 'dịch vụ tốt']",[],NO,,,
553,"Tuyệt vời quá! Mọi thứ đều tốt, rất hài lòng.",5,1.0,POS,POS,"['rất hài lòng', 'tuyệt vời']",[],NO,,,
551,"Xuất sắc! Dịch vụ tốt, cảnh đẹp. Sẽ quay lại!",5,1.0,POS,POS,"['cảnh đẹp', 'sẽ quay lại', 'xuất sắc', 'dịch vụ tốt']",[],NO,,,
550,Rất tốt! Có vài điểm nhỏ cần cải thiện nhưng nhìn chung ok.,4,0.0053759257587983,POS,POS,[],[],NO,,,
552,"Khá ổn, cảnh đẹp, dịch vụ tốt. Đáng để đi.",4,1.0,POS,POS,"['cảnh đẹp', 'dịch vụ tốt', 'đáng để đi']",[],NO,,,
549,"Tốt! Giá cả hợp lý, trải nghiệm đáng nhớ.",4,0.8,POS,POS,['đáng nhớ'],[],NO,,,
547,Rất tốt! Có vài điểm nhỏ cần cải thiện nhưng nhìn chung ok.,4,0.0053759257587983,POS,POS,[],[],NO,,,
546,"Khá ổn, cảnh đẹp, dịch vụ tốt. Đáng để đi.",4,1.0,POS,POS,"['cảnh đẹp', 'dịch vụ tốt', 'đáng để đi']",[],NO,,,
545,Rất tốt! Có vài điểm nhỏ cần cải thiện nhưng nhìn chung ok.,4,0.0053759257587983,POS,POS,[],[],NO,,,
544,"Tốt! Giá cả hợp lý, trải nghiệm đáng nhớ.",4,0.8,POS,POS,['đáng nhớ'],[],NO,,,
542,"Tốt! Giá cả hợp lý, trải nghiệm đáng nhớ.",4,0.8,POS,POS,['đáng nhớ'],[],NO,,,
543,Hài lòng với chuyến đi. Sẽ giới thiệu cho bạn bè.,4,0.3259111922107496,POS,POS,['hài lòng'],[],NO,,,
540,Hài lòng với chuyến đi. Sẽ giới thiệu cho bạn bè.,4,0.3259111922107496,POS,POS,['hài lòng'],[],NO,,,
539,"Khá ổn, cảnh đẹp, dịch vụ tốt. Đáng để đi.",4,1.0,POS,POS,"['cảnh đẹp', 'dịch vụ tốt', 'đáng để đi']",[],NO,,,
541,"Tốt! Giá cả hợp lý, trải nghiệm đáng nhớ.",4,0.8,POS,POS,['đáng nhớ'],[],NO,,,
535,"Tốt! Giá cả hợp lý, trải nghiệm đáng nhớ.",4,0.8,POS,POS,['đáng nhớ'],[],NO,,,
532,"Tốt! Giá cả hợp lý, trải nghiệm đáng nhớ.",4,0.8,POS,POS,['đáng nhớ'],[],NO,,,
534,"Tuyệt vời quá! Mọi thứ đều tốt, rất hài lòng.",5,1.0,POS,POS,"['rất hài lòng', 'tuyệt vời']",[],NO,,,
537,"Tốt! Giá cả hợp lý, trải nghiệm đáng nhớ.",4,0.8,POS,POS,['đáng nhớ'],[],NO,,,
533,"Tốt! Giá cả hợp lý, trải nghiệm đáng nhớ.",4,0.8,POS,POS,['đáng nhớ'],[],NO,,,
530,Rất tốt! Có vài điểm nhỏ cần cải thiện nhưng nhìn chung ok.,4,0.0053759257587983,POS,POS,[],[],NO,,,
531,"Khá ổn, cảnh đẹp, dịch vụ tốt. Đáng để đi.",4,1.0,POS,POS,"['cảnh đẹp', 'dịch vụ tốt', 'đáng để đi']",[],NO,,,
528,Hài lòng với chuyến đi. Sẽ giới thiệu cho bạn bè.,4,0.3259111922107496,POS,POS,['hài lòng'],[],NO,,,
529,Hài lòng với chuyến đi. Sẽ giới thiệu cho bạn bè.,4,0.3259111922107496,POS,POS,['hài lòng'],[],NO,,,
527,"Xuất sắc! Dịch vụ tốt, cảnh đẹp. Sẽ quay lại!",5,1.0,POS,POS,"['cảnh đẹp', 'sẽ quay lại', 'xuất sắc', 'dịch vụ tốt']",[],NO,,,
526,"Khá ổn, cảnh đẹp, dịch vụ tốt. Đáng để đi.",4,1.0,POS,POS,"['cảnh đẹp', 'dịch vụ tốt', 'đáng để đi']",[],NO,,,
